amba_decomposed_encode_13.tlsf.ehoa; synt; tl-n; 0.000121; 1; 282; 734; 3; 0.000090; -1
amba_decomposed_encode_13.tlsf.ehoa; synt; rtl-n; 0.000098; 1; 282; 734; 3; 0.000081; -1
amba_decomposed_encode_13.tlsf.ehoa; synt; ortl-n; 0.000136; 1; 282; 734; 3; 0.000113; -1
amba_decomposed_encode_13.tlsf.ehoa; synt; npp-n; 0.000045; 1; 282; 734; 3; 0.000034; -1
amba_decomposed_encode_13.tlsf.ehoa; synt; zlk-n; 0.125989; 1; 282; 734; 3; 0.125955; 3
amba_decomposed_encode_14.tlsf.ehoa; synt; fpi-n; 0.122627; 1; 298; 781; 3; 0.122589; 10
amba_decomposed_encode_14.tlsf.ehoa; synt; fpj-n; 0.000062; 1; 298; 781; 3; 0.000045; 5
amba_decomposed_encode_14.tlsf.ehoa; synt; tl-n; 0.000069; 1; 298; 781; 3; 0.000052; -1
amba_decomposed_encode_14.tlsf.ehoa; synt; rtl-n; 0.000099; 1; 298; 781; 3; 0.000081; -1
amba_decomposed_encode_14.tlsf.ehoa; synt; ortl-n; 0.000083; 1; 298; 781; 3; 0.000068; -1
amba_decomposed_encode_14.tlsf.ehoa; synt; npp-n; 0.000068; 1; 298; 781; 3; 0.000051; -1
amba_decomposed_encode_14.tlsf.ehoa; synt; zlk-n; 0.123057; 1; 298; 781; 3; 0.123026; 3
amba_decomposed_encode_15.tlsf.ehoa; synt; fpi-n; 0.124460; 1; 314; 828; 3; 0.124445; 10
amba_decomposed_encode_15.tlsf.ehoa; synt; fpj-n; 0.000041; 1; 314; 828; 3; 0.000030; 6
amba_decomposed_encode_15.tlsf.ehoa; synt; tl-n; 0.000125; 1; 314; 828; 3; 0.000095; -1
amba_decomposed_encode_15.tlsf.ehoa; synt; rtl-n; 0.000192; 1; 314; 828; 3; 0.000157; -1
amba_decomposed_encode_15.tlsf.ehoa; synt; ortl-n; 0.000083; 1; 314; 828; 3; 0.000069; -1
amba_decomposed_encode_15.tlsf.ehoa; synt; npp-n; 0.000051; 1; 314; 828; 3; 0.000039; -1
amba_decomposed_encode_15.tlsf.ehoa; synt; zlk-n; 0.123591; 1; 314; 828; 3; 0.123570; 3
amba_decomposed_encode_16.tlsf.ehoa; synt; fpi-n; 0.121262; 1; 330; 875; 3; 0.121249; 7
amba_decomposed_encode_16.tlsf.ehoa; synt; fpj-n; 0.000127; 1; 330; 875; 3; 0.000097; 5
amba_decomposed_encode_16.tlsf.ehoa; synt; tl-n; 0.000030; 1; 330; 875; 3; 0.000022; -1
amba_decomposed_encode_16.tlsf.ehoa; synt; rtl-n; 0.000165; 1; 330; 875; 3; 0.000133; -1
amba_decomposed_encode_16.tlsf.ehoa; synt; ortl-n; 0.000163; 1; 330; 875; 3; 0.000132; -1
amba_decomposed_encode_16.tlsf.ehoa; synt; npp-n; 0.000033; 1; 330; 875; 3; 0.000026; -1
amba_decomposed_encode_16.tlsf.ehoa; synt; zlk-n; 0.135442; 1; 330; 875; 3; 0.135413; 3
amba_decomposed_encode_2.tlsf.ehoa; synt; fpi-n; 0.121829; 1; 22; 35; 3; 0.121806; 9
amba_decomposed_encode_2.tlsf.ehoa; synt; fpj-n; 0.000071; 1; 22; 35; 3; 0.000044; 5
amba_decomposed_encode_2.tlsf.ehoa; synt; tl-n; 0.000081; 1; 22; 35; 3; 0.000050; -1
amba_decomposed_encode_2.tlsf.ehoa; synt; rtl-n; 0.000097; 1; 22; 35; 3; 0.000066; -1
amba_decomposed_encode_2.tlsf.ehoa; synt; ortl-n; 0.000091; 1; 22; 35; 3; 0.000060; -1
amba_decomposed_encode_2.tlsf.ehoa; synt; npp-n; 0.000096; 1; 22; 35; 3; 0.000067; -1
amba_decomposed_encode_2.tlsf.ehoa; synt; zlk-n; 0.125248; 1; 22; 35; 3; 0.125217; 3
amba_decomposed_encode_3.tlsf.ehoa; synt; fpi-n; 0.121145; 1; 38; 72; 3; 0.121119; 12
amba_decomposed_encode_3.tlsf.ehoa; synt; fpj-n; 0.000066; 1; 38; 72; 3; 0.000043; 6
amba_decomposed_encode_3.tlsf.ehoa; synt; tl-n; 0.000087; 1; 38; 72; 3; 0.000058; -1
amba_decomposed_encode_3.tlsf.ehoa; synt; rtl-n; 0.000026; 1; 38; 72; 3; 0.000018; -1
amba_decomposed_encode_3.tlsf.ehoa; synt; ortl-n; 0.000111; 1; 38; 72; 3; 0.000081; -1
amba_decomposed_encode_3.tlsf.ehoa; synt; npp-n; 0.000034; 1; 38; 72; 3; 0.000025; -1
amba_decomposed_encode_3.tlsf.ehoa; synt; zlk-n; 0.125477; 1; 38; 72; 3; 0.125449; 3
amba_decomposed_encode_4.tlsf.ehoa; synt; fpi-n; 0.004129; 1; 42; 83; 3; 0.004075; 9
amba_decomposed_encode_4.tlsf.ehoa; synt; fpj-n; 0.000026; 1; 42; 83; 3; 0.000017; 5
amba_decomposed_encode_4.tlsf.ehoa; synt; tl-n; 0.000086; 1; 42; 83; 3; 0.000056; -1
amba_decomposed_encode_4.tlsf.ehoa; synt; rtl-n; 0.000099; 1; 42; 83; 3; 0.000069; -1
amba_decomposed_encode_4.tlsf.ehoa; synt; ortl-n; 0.000049; 1; 42; 83; 3; 0.000035; -1
amba_decomposed_encode_4.tlsf.ehoa; synt; npp-n; 0.000099; 1; 42; 83; 3; 0.000070; -1
amba_decomposed_encode_4.tlsf.ehoa; synt; zlk-n; 0.002916; 1; 42; 83; 3; 0.002882; 3
amba_decomposed_encode_5.tlsf.ehoa; synt; fpi-n; 0.117851; 1; 82; 182; 3; 0.117824; 12
amba_decomposed_encode_5.tlsf.ehoa; synt; fpj-n; 0.000089; 1; 82; 182; 3; 0.000059; 6
amba_decomposed_encode_5.tlsf.ehoa; synt; tl-n; 0.000096; 1; 82; 182; 3; 0.000067; -1
amba_decomposed_encode_5.tlsf.ehoa; synt; rtl-n; 0.000116; 1; 82; 182; 3; 0.000086; -1
amba_decomposed_encode_5.tlsf.ehoa; synt; ortl-n; 0.000032; 1; 82; 182; 3; 0.000023; -1
amba_decomposed_encode_5.tlsf.ehoa; synt; npp-n; 0.000102; 1; 82; 182; 3; 0.000072; -1
amba_decomposed_encode_5.tlsf.ehoa; synt; zlk-n; 0.134199; 1; 82; 182; 3; 0.134180; 3
amba_decomposed_encode_6.tlsf.ehoa; synt; fpi-n; 0.127985; 1; 90; 205; 3; 0.127969; 12
amba_decomposed_encode_6.tlsf.ehoa; synt; fpj-n; 0.000101; 1; 90; 205; 3; 0.000069; 6
amba_decomposed_encode_6.tlsf.ehoa; synt; tl-n; 0.000032; 1; 90; 205; 3; 0.000023; -1
amba_decomposed_encode_6.tlsf.ehoa; synt; rtl-n; 0.000123; 1; 90; 205; 3; 0.000093; -1
amba_decomposed_encode_6.tlsf.ehoa; synt; ortl-n; 0.000123; 1; 90; 205; 3; 0.000093; -1
amba_decomposed_encode_6.tlsf.ehoa; synt; npp-n; 0.000043; 1; 90; 205; 3; 0.000033; -1
amba_decomposed_encode_6.tlsf.ehoa; synt; zlk-n; 0.129753; 1; 90; 205; 3; 0.129736; 3
amba_decomposed_encode_7.tlsf.ehoa; synt; fpi-n; 0.133013; 1; 98; 228; 3; 0.132987; 12
amba_decomposed_encode_7.tlsf.ehoa; synt; fpj-n; 0.000026; 1; 98; 228; 3; 0.000017; 6
amba_decomposed_encode_7.tlsf.ehoa; synt; tl-n; 0.000095; 1; 98; 228; 3; 0.000066; -1
amba_decomposed_encode_7.tlsf.ehoa; synt; rtl-n; 0.000051; 1; 98; 228; 3; 0.000037; -1
amba_decomposed_encode_7.tlsf.ehoa; synt; ortl-n; 0.000095; 1; 98; 228; 3; 0.000071; -1
amba_decomposed_encode_7.tlsf.ehoa; synt; npp-n; 0.000036; 1; 98; 228; 3; 0.000025; -1
amba_decomposed_encode_7.tlsf.ehoa; synt; zlk-n; 0.120262; 1; 98; 228; 3; 0.120248; 3
amba_decomposed_encode_8.tlsf.ehoa; synt; fpi-n; 0.131307; 1; 106; 251; 3; 0.131275; 9
amba_decomposed_encode_8.tlsf.ehoa; synt; fpj-n; 0.000126; 1; 106; 251; 3; 0.000083; 5
amba_decomposed_encode_8.tlsf.ehoa; synt; tl-n; 0.000101; 1; 106; 251; 3; 0.000070; -1
amba_decomposed_encode_8.tlsf.ehoa; synt; rtl-n; 0.000038; 1; 106; 251; 3; 0.000028; -1
amba_decomposed_encode_8.tlsf.ehoa; synt; ortl-n; 0.000167; 1; 106; 251; 3; 0.000121; -1
amba_decomposed_encode_8.tlsf.ehoa; synt; npp-n; 0.000103; 1; 106; 251; 3; 0.000074; -1
amba_decomposed_encode_8.tlsf.ehoa; synt; zlk-n; 0.130866; 1; 106; 251; 3; 0.130840; 3
amba_decomposed_encode_9.tlsf.ehoa; synt; fpi-n; 0.133030; 1; 218; 546; 3; 0.133000; 10
amba_decomposed_encode_9.tlsf.ehoa; synt; fpj-n; 0.000151; 1; 218; 546; 3; 0.000115; 6
amba_decomposed_encode_9.tlsf.ehoa; synt; tl-n; 0.000032; 1; 218; 546; 3; 0.000024; -1
amba_decomposed_encode_9.tlsf.ehoa; synt; rtl-n; 0.000171; 1; 218; 546; 3; 0.000140; -1
amba_decomposed_encode_9.tlsf.ehoa; synt; ortl-n; 0.000169; 1; 218; 546; 3; 0.000139; -1
amba_decomposed_encode_9.tlsf.ehoa; synt; npp-n; 0.000121; 1; 218; 546; 3; 0.000092; -1
amba_decomposed_encode_9.tlsf.ehoa; synt; zlk-n; 0.122711; 1; 218; 546; 3; 0.122369; 3
amba_decomposed_encode.tlsf.ehoa; synt; fpi-n; 0.127389; 1; 30; 63; 3; 0.127375; 5
amba_decomposed_encode.tlsf.ehoa; synt; fpj-n; 0.000049; 1; 30; 63; 3; 0.000031; 4
amba_decomposed_encode.tlsf.ehoa; synt; tl-n; 0.000048; 1; 30; 63; 3; 0.000031; -1
amba_decomposed_encode.tlsf.ehoa; synt; rtl-n; 0.000096; 1; 30; 63; 3; 0.000067; -1
amba_decomposed_encode.tlsf.ehoa; synt; ortl-n; 0.000051; 1; 30; 63; 3; 0.000034; -1
amba_decomposed_encode.tlsf.ehoa; synt; npp-n; 0.000086; 1; 30; 63; 3; 0.000060; -1
amba_decomposed_encode.tlsf.ehoa; synt; zlk-n; 0.129095; 1; 30; 63; 3; 0.129068; 4
amba_decomposed_lock_10.tlsf.ehoa; synt; fpi-n; 0.120101; 1; 24; 40; 3; 0.120082; 9
amba_decomposed_lock_10.tlsf.ehoa; synt; fpj-n; 0.000087; 1; 24; 40; 3; 0.000053; 5
amba_decomposed_lock_10.tlsf.ehoa; synt; tl-n; 0.000091; 1; 24; 40; 3; 0.000060; -1
amba_decomposed_lock_10.tlsf.ehoa; synt; rtl-n; 0.000024; 1; 24; 40; 3; 0.000015; -1
amba_decomposed_lock_10.tlsf.ehoa; synt; ortl-n; 0.000023; 1; 24; 40; 3; 0.000015; -1
amba_decomposed_lock_10.tlsf.ehoa; synt; npp-n; 0.000034; 1; 24; 40; 3; 0.000023; -1
amba_decomposed_lock_10.tlsf.ehoa; synt; zlk-n; 0.126694; 1; 24; 40; 3; 0.126677; 3
amba_decomposed_lock_11.tlsf.ehoa; synt; fpi-n; 0.125598; 1; 24; 40; 3; 0.125578; 9
amba_decomposed_lock_11.tlsf.ehoa; synt; fpj-n; 0.000078; 1; 24; 40; 3; 0.000048; 5
amba_decomposed_lock_11.tlsf.ehoa; synt; tl-n; 0.000086; 1; 24; 40; 3; 0.000056; -1
amba_decomposed_lock_11.tlsf.ehoa; synt; rtl-n; 0.000099; 1; 24; 40; 3; 0.000069; -1
amba_decomposed_lock_11.tlsf.ehoa; synt; ortl-n; 0.000092; 1; 24; 40; 3; 0.000062; -1
